"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Elastic Container Service for Kubernetes($)","Relational Database Service($)","CloudWatch($)","Elastic Load Balancing($)","EC2 Container Registry (ECR)($)","S3($)","Cost Explorer($)","Service Catalog($)","Route 53($)","DynamoDB($)","Secrets Manager($)","SQS($)","SNS($)","Key Management Service($)","Lambda($)","Glacier($)","Step Functions($)","Simple Workflow Service($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-02-01","43.0861677432","8.6783187238","3.1200062207","2.4","2.3468399835","0.71428572","0.5736002667","0.1004209944","0.0428832067","0.09","0","0.2000036","0.0213120504","0.0143857144","0.0000112","0.0000012701","0.000108","","","0.0000015052","0.0000019128","0","0","","61.3883481119"
"2025-02-02","43.0962049723","8.6781751438","3.1200095871","2.4","2.3473393838","0.71428572","0.5736002667","0.1004209944","0.0457348715","0.11","0","0.0000132","0.0213120504","0.0144157144","0.0034892","0.0000012638","0.001104","","","0.0000015057","0.0000014349","0","0","","61.2261093088"
"2025-02-03","43.1119364406","8.6807634065","3.1200100491","2.4","2.3471426969","0.71428572","0.5736002667","0.1004209944","0.0414132415","0.09","0","0.000006","0.0213120504","0.0143857144","0.0034932","0.0000012638","0.001104","","","0.0000017537","0.0000019128","0","0","","61.2198787108"
"2025-02-04","43.1120465515","8.7308684289","3.120013014","2.4","2.3429519203","0.71428572","0.5736002667","0.1004209944","0.0413714323","0.08","0","0.0000088","0.0213120504","0.0143957144","0.0034912","0.0000012692","0.00108","","","0.0000017586","0.0000014349","0","0","","61.2558505556"
"2025-02-05","43.0861912845","8.7143902709","3.1200098347","2.4","2.3464873203","0.71428572","0.5736002667","0.1004209944","0.0412436539","0.09","0","0.0000136","0.0213120504","0.0143857144","0.0034952","0.0000012701","0.001104","","","0.0000015052","0.0000014349","0","0","","61.2269441204"
"2025-02-06","43.127619377","8.6807094898","3.1200163427","2.4","2.3480348071","0.71428572","0.5736002667","0.1004209944","0.0415832949","0.11","0","0.0000104","0.0213120504","0.0143957144","0.0034912","0.0000012626","0.001092","","","0.0000017591","0.0000019128","0","0","","61.2565765919"
"2025-02-07","43.1276084662","8.7181901145","3.1200097559","2.4","2.3422769637","0.71428572","0.5739718285","0.1023575054","0.0462838532","0.09","0","0.000008","0.0213120504","0.0143757144","0.0036576106","0.0000121306","0.001104","","","0.0000015052","0.0000014349","0","0","","61.2754566535"
"2025-02-08","43.1118783221","8.6793165365","3.1200083727","2.4","2.3499661598","0.71428572","0.5736002667","0.103012944","0.0499874464","0.13","0","0.0000076","0.0213120504","0.0143957144","0.0035128","0.0000023452","0.00108","","","0.0000015052","0.0000019128","0","0","","61.2723696962"
"2025-02-09","43.0961816112","8.6785563028","3.1200103137","2.4","2.3457712204","0.71428572","0.5736002667","0.103012944","0.0501136048","0.08","0.0035","0.0000064","0.0213120504","0.0143857144","0.0035088","0.0000088516","0.001068","","","0.0000015057","0.0000014349","0","0","","61.2053247406"
"2025-02-10","43.2218683294","9.2092345657","3.1200115075","2.4","2.3444076671","0.71428572","0.573619592","0.1036149818","0.05143855","0.09","0.0042","0.0000172","0.0213120504","0.0143657144","0.0037792","0.0000922228","0.00108","","","0.0000015057","0.0000014349","0","0","","61.8733302417"
"2025-02-11","43.1119925795","8.8394872268","3.1200127608","2.4","2.3458347981","0.71428572","0.5736108756","0.103827204","0.0470602877","0.09","0.0042","0.00001","0.0213120504","0.0143757144","0.003582","0.0000415254","0.001116","","","0.0000020071","0.0000014349","0","0","","61.3907521847"
"2025-02-12","43.1275651289","9.2857444778","3.1200072663","2.4","2.3469341382","0.71428572","0.5736002667","0.103827204","0.0467177394","0.11","0.0042","0.0000072","0.0213120504","0.0143957144","0.0034844","0.0000184006","0.001104","","","0.0000015057","0.0000014349","0","0","","61.8732066473"
"2025-02-13","43.2532480908","9.4798908219","3.120010489","2.4","2.3453827084","0.71428572","0.5736002667","0.103827204","0.0492971227","0.09","0.0042","0.0000056","0.0213120504","0.0143757144","0.0034752","0.0000156796","0.001104","","","0.0000017537","0.0000019128","0","0","","62.1740343344"
"2025-02-14","43.3472445055","8.6932999695","3.1200067467","2.4","2.3452575182","0.71428572","0.5736002667","0.103827204","0.0501448418","0.08","0.0042","0.0000088","0.0213120504","0.0143657144","0.0035144","0.0000213875","0.001092","","","0.0000017586","0.0000014349","0","0","","61.4721843182"
"2025-02-15","43.2216606308","8.7838910441","3.1200061932","2.4","2.3494309183","0.71428572","0.5736002667","0.103827204","0.0500832938","0.09","0.0028","0.0000092","0.0213120504","0.0143757144","0.0035136","0.0000259037","0.00108","","","0.0000015042","0.0000014349","0","0","","61.4499046785"
"2025-02-16","43.1902744073","8.8946207047","3.1200062976","2.4","2.3436616416","0.71428572","0.5736002667","0.103827204","0.0502292769","0.11","0.0042","0.0000072","0.0213120504","0.0143657144","0.0035136","0.0000214035","0.001068","","","0.0000015052","0.0000014349","0","0","","61.5449964272"
"2025-02-17","43.1902691198","8.856470396","3.1200077237","2.4","2.3431089982","0.71428572","0.5736002667","0.103827204","0.0490723313","0.09","0.0042","0.0000164","0.0213120504","0.0143657144","0.0034732","0.0000141786","0.001068","","","0.0000020076","0.0000019128","0","0","","61.4850952235"
"2025-02-18","43.1589332165","8.7295332108","3.1200116443","2.4","2.3488166884","0.71428572","0.5736002667","0.103827204","0.0491745612","0.09","0.0049","0.0000048","0.0213120504","0.0143657144","0.0034772","0.0000126786","0.001092","","","0.0000012523","0.0000014349","0","0","","61.3333496425"
"2025-02-19","43.1274735041","8.7344434534","3.1200105384","2.4","2.3449638115","0.71428572","0.5736002667","0.103827204","0.0502087833","0.09","0.0035","0.0000128","0.0213120504","0.0143757144","0.0035144","0.0000229023","0.001068","","","0.0000020076","0.0000014349","0","0","","61.302622591"
"2025-02-20","43.2060052693","8.7759257549","3.1200141122","2.4","2.344963811","0.71428572","0.5736002667","0.103827204","0.0501835583","0.08","0.0042","0.0000092","0.0213120504","0.0143657144","0.0035124","0.0000228958","0.001068","","","0.0000015057","0.0000019128","0","0","0","61.4132993755"
"2025-02-21","43.206016706","8.8282815572","3.1200158722","2.4","2.348967818","0.71428572","0.5736002667","0.103827204","0.0493267196","0.11","0.0035","0.0000128","0.0213120504","0.0143757144","0.0034732","0.0000141796","0.001068","","","0.0000020076","0.0000014349","0","0","","61.4980812506"
"2025-02-22","43.1274695094","8.8966596447","3.1200105883","2.4","2.3451636816","0.71428572","0.5736002667","0.103827204","0.0500642686","0.09","0.0042","0.000646","0.0213120504","0.0143657144","0.003512","0.0000213958","0.001068","","","0.0000015057","0.0000019128","0","0","","61.4662094624"
"2025-02-23","43.1745747352","8.7767686566","3.1200104109","2.4","2.3443717852","0.71428572","0.5736002667","0.103827204","0.0500988912","0.09","0.0042","0.0000076","0.0213120504","0.0143657144","0.0035124","0.0000213893","0.001068","","","0.0000017586","0.0000014349","0","0","","61.3920280174"
"2025-02-24","43.362969513","8.9095301562","3.1200099046","2.4","2.3478970952","0.71428572","0.5736002667","0.103827204","0.0499692575","0.08","0.0042","0.0009664","0.0213120504","0.0143657144","0.0035104","0.0000213925","0.001029","","","0.0000015057","0.0000014349","0","0","","61.7074970151"
"2025-02-25","43.3316855682","9.8705411115","3.1200099365","2.4","2.3456451546","0.71428572","0.5736002667","0.103827204","0.0500034692","0.11","0.0028","0.0000304","0.0213120504","0.0143557144","0.0034804","0.0000214023","0.001017","","","0.0000015057","0.0000014349","0","0","","62.6626183384"
"2025-02-26","43.3158939067","9.272092605","3.1200123783","2.4","2.3457753946","0.71428572","0.5736002667","0.103827204","0.0500198572","0.23","0.0028","0.0000068","0.0213120504","0.0143457144","0.0035028","0.000017844","0.001044","","","0.0000015052","0.0000014349","0","0","","62.1685394814"
"2025-02-27","43.3630088588","9.6594578254","3.120009831","2.4","2.345567667","0.71428572","0.5736002667","0.103827204","0.049923287","0.09","0.0042","0.0000044","0.0213120504","0.0143457144","0.0035028","0.000017858","0.001068","","","0.0000015047","0.0000014349","0","0","","62.4641344223"
"2025-02-28","43.3002938412","20.9062653555","3.1200091668","2.4","2.344879785","0.71428572","0.5736002667","0.103827204","0.047307495","0.1","0.0042","0.0000156","0.0213120504","0.0143357144","0.0034664","0.0000096786","0.001056","","","0.0000012523","0.0000014349","0","0","","73.6548669648"
"2025-03-01","43.2763894228","26.0790957555","3.1200098881","2.4","2.3472761044","0.6451612992","0.5736002667","0.093779412","0.0412755441","0.09","0","0.2000064","0.003108","0.0129632256","0.0035124","0.0000029001","0.0006","","","0.0000015057","0.0000014349","0","0","","78.8867835591"
"2025-03-02","42.9870650682","28.3725442564","3.1200087829","2.4","2.3465406917","0.6451612992","0.5736002667","0.093779412","0.0458685088","0.09","0","0.000026","0.0213120456","0.0129732256","0.0034776","0.000000725","0.001056","","","0.0000012572","0.0000014349","0","0","","80.7134165742"
"2025-03-03","43.2530791352","30.0984219494","3.1200071082","2.4","2.3435117383","0.6451612992","0.5736002667","0.093779412","0.0458084913","0.09","0","0.0000072","0.0213120456","0.0129632256","0.0034692","0.0000001796","0.001044","","","0.0000015052","0.0000014349","0","0","","82.7021681912"
"2025-03-04","43.300267795","28.7802180579","3.1200121861","2.4","2.3490313152","0.6451612992","0.5736002667","0.093779412","0.0459206011","0.09","0","0.0000172","0.0213120456","0.0129632256","0.0034692","0.0000001787","0.001056","","","0.0000015057","0.0000009566","0","0","","81.4368112454"
"2025-03-05","43.3159032374","28.6992516573","3.1200102605","2.4","2.3445072144","0.6451612992","0.5736002667","0.093779412","0.046009397","0.1","0","0.0000152","0.0213120456","0.0129732256","0.0034752","0.0000001787","0.001044","","","0.0000012572","0.0000014349","0","0","","81.3770452865"
"2025-03-06","43.3158859339","25.5688712016","3.1200094836","2.4","2.345457635","0.6451612992","0.5737514781","0.0942529995","0.0458128947","0.09","0","0.0000876","0.0213120456","0.0129632256","0.002642","0.0000001787","0.001044","","","0.0000015057","0.0000014349","0","0","","78.2372549161"
"2025-03-07","43.2844071099","24.7595388517","3.1200177706","2.4","2.3486999847","0.6451612992","0.573602663","0.0945153456","0.0461331059","0.09","0","0.0000524","0.0213120456","0.0129532256","0.0021164","0.0000001787","0.001032","","","0.0000012523","0.0000014349","0","0","","77.3995450677"
"2025-03-08","43.2373281766","24.705870035","3.1200128368","2.4","2.3448301849","0.6451612992","0.5736002667","0.0945153456","0.0461593357","0.09","0","0.0000056","0.0213120456","0.0129532256","0.0021324","0.0000001796","0.001032","","","0.0000012572","0.0000014349","0","0","","77.2949156234"
"2025-03-09","43.2530169468","24.727284039","3.1200137828","2.4","2.3450286246","0.6451612992","0.5736002667","0.0945153456","0.0458023424","0.12","0","0.000008","0.0213120456","0.0129532256","0.002356","0.0000081796","0.001032","","","0.0000012513","0.0000009566","0","0","","77.3620943058"
"2025-03-10","43.3158042908","28.2689404173","3.1200155462","2.4","2.3477570545","0.6451612992","0.5736002667","0.0945153456","0.0457672247","0.11","0.0042","0.0000064","0.0213120456","0.0129432256","0.002488","0.0000096796","0.001017","","","0.0000015052","0.0000014349","0","0","","80.9635407359"
"2025-03-11","43.3472998297","38.6072084612","3.1200101467","2.4","2.3439955098","0.6451612992","0.5736","0.0945153456","0.0458565191","0.09","0.0042","0.000008","0.0213120456","0.0124155912","0.0034632","0.000006","0.00102","","","0.0000010038","0.0000009566","0","0","","91.3100739085"
"2025-03-12","43.3498862841","30.9641941713","3.1200084847","2.4","2.3450926344","0.6451612992","0.5736","0.0949048955","0.0458664804","0.09","0.0035","0.0000064","0.0213120456","0.0129532256","0.0027652","0.0000075","0.001044","","","0.0000015057","0.0000014349","0","0","","83.6703055614"
"2025-03-13","43.347238692","13.8427080143","3.1200075253","2.4","2.3458749629","0.6475578159","0.5736002667","0.0952508736","0.046262789","0.1","0.0042","0.0000156","0.0213120456","0.0129432256","0.0020736","0.0000142779","0.001032","","","0.0000015057","0.0000009566","0","0","","66.5600941511"
"2025-03-14","43.3472109333","8.2669228161","3.1200112941","2.4","2.3468649697","0.6451613062","0.5736002667","0.0952508736","0.0456194662","0.09","0.0035","0.0000168","0.0213120456","0.0129632256","0.0020064","0.0000066787","0.000993","","","0.0000010033","0.0000014349","0","0","","60.971442514"
"2025-03-15","43.3472104781","8.3062659378","3.1200071528","2.4","2.3441246462","0.6451613062","0.5736002667","0.0952508736","0.0557767182","0.09","0.0035","0.0000116","0.0213120456","0.0129432256","0.0082024","0.0015368233","0.001032","","","0.0000015057","0.0000014349","0","0","","61.0259384147"
"2025-03-16","43.1117077812","8.2280713164","3.1200072327","2.4","2.3484630424","0.6451613062","0.5736002667","0.0952508736","0.0443730817","0.11","0.0028","0.0000048","0.0213120456","0.0129532256","0.000594","0.0000081798","0.00102","","","0.0000012523","0.0000009566","0","0","","60.7153293608"
"2025-03-17","43.2651251851","9.7689052684","3.1200074025","2.4","2.3465353994","0.6451613062","0.5742294534","0.0952508736","0.0497307638","0.08","0.0028","0.0001656","0.0213120456","0.0129532256","0.0017688","0.0002432207","0.00075","","","0.0000012572","0.0000009566","0","0","","62.3849407581"
"2025-03-18","43.284891994","10.2599434928","3.1200081212","2.4","2.3439380862","0.6451613062","0.5752703779","0.0952508736","0.0699282129","0.11","0.0035","0.000198","0.0213120456","0.0129132256","0.008296039","0.0021305972","0.000456","","","0.0000007504","","0","0","","62.9531991226"
"2025-03-19","43.0180645547","10.1595106215","3.1200112811","2.4","2.3468409846","0.6451613062","0.57402658","0.0952508736","0.137089984","0.08","0.0007","0.000556","0.0213120456","0.0129582256","0.053968","0.0115514913","0.000417","","","","","0","0","","62.6774189482"
"2025-03-20","43.2531367303","8.9410248995","3.1200105514","2.4","2.346678623","0.6451613062","0.5740882443","0.0953911255","0.2877330724","0.08","0.0007","0.000442","0.0213120456","0.0129032256","0.1048408","0.0255900008","0.000432","","","","","0","0","","61.9094446246"
"2025-03-21","43.2687369837","8.5926491657","3.1200079296","2.4","2.3455205368","0.6451613062","0.5738594757","0.0955267728","0.0829498236","0.1","","0.0002112","0.0213120456","0.0129032256","0.0095652","0.0001432591","0.000405","","","","","0","","","61.2689519244"
"2025-03-22","43.2529884093","8.5837875708","3.1200110808","2.4","2.3453942246","0.6451613062","0.5754500696","0.0955267728","0.1109990371","0.08","","0.0001224","0.0213120456","0.0129032256","0.0154076","0.0026225446","0.000405","","","","","0","","","61.262091287"
"2025-03-23","43.25297421","8.5715077342","3.1200142857","2.4","2.3463628914","0.6451613062","0.5738045967","0.0955267728","0.0609958549","0.08","","0.000006","0.0213120456","0.0129032256","0.0052184","0.000008861","0.000405","","","","","0","","","61.1862011841"
"2025-03-24","43.2531517865","10.1326941037","3.120011902","2.4","2.3437959206","0.6451613062","0.573955094","0.0955267728","0.0610629724","0.1","","0.0002924","0.0213120456","0.0129032256","0.0064496","0.0000088546","0.000432","","","","","0","","","62.766757984"
"2025-03-25","43.1080269828","8.7755585591","3.1200085292","2.4","2.3493386044","0.6451613062","0.5738971177","0.0955267728","0.0632861801","0.08","","0.000246","0.0213120456","0.0129032256","0.0064088","0.0001373367","0.000405","","","","","0","","","61.2522164602"
"2025-03-26","45.4074378249","9.6718897252","3.1200109342","2.4","2.3434681316","0.6451613062","0.5738343428","0.0955267728","0.0657682347","0.08","0.0014","0.0000776","0.0213120456","0.0129082256","0.0046604","0.0001463325","0.000378","","","","0.0000004782","0","","","64.4439803543"
"2025-03-27","53.4238534789","10.8885563862","3.1200121728","2.4","2.3466693522","0.6451613062","0.6772540422","0.0955267728","0.4696165261","0.1","","0.0000976","0.0213120456","0.0129132256","0.2123192","0.0510158534","0.000405","","","","","0","0","","74.464712962"
"2025-03-28","37.4786944272","8.8682883622","3.1200110219","2.4","2.3436467646","0.6451613062","0.5810623926","0.0964254379","0.1833689501","0.08","","0.000356","0.0213120456","0.0129132256","0.006526","0.0010174468","0.000552","","","","","0","0","0","55.8393353807"
"2025-03-29","18.0357508882","7.0135016431","3.1200123006","2.4","2.3501317048","0.6451613062","0.5736","0.097132428","0.084303983","0.08","","0.0000116","0.0213120456","0.0129032256","","","0.000567","","","","","0","","","34.4343881251"
"2025-03-30","17.9131203037","7.0129568995","3.1200118217","2.4","2.342688228","0.6451613062","0.5736168606","0.097132428","0.0842905649","0.1","","0.0000608","0.0213120456","0.0129032256","","","0.000594","","","","","0","","","34.3238484838"
"2025-03-31","40.4801210046","8.5569445797","3.1200155385","2.4","2.3477931112","0.6451613062","0.574853622","0.097132428","0.085048873","0.08","0.0007","0.000006","0.0213120456","0.0123955912","0.0031288","0.0000095304","0.00054","","","","","0","0","","58.4251624304"
"2025-04-01","43.1433530724","8.7819135923","3.1200136286","2.4","2.3449447818","0.6400038836","0.5748536139","0.1003701696","0.0834880206","0.08","","1.0000112","0.003552","0.0133333344","0.0035008","0.000002909","0.000069","0.0000112917","","","","0","","","62.2894212979"
"2025-04-02","24.1632813362","7.5498123051","3.1200151376","2.4","2.3480454687","0.5704173734","0.5748536139","0.1003701696","0.0855405022","0.07","","0.0000092","0.021312048","0.0127877788","0.0023076","0.00000531","0.000693","0.0000158684","","","","0","","","41.0194667119"
"2025-04-03","14.1628698582","7.8258939655","3.1200125629","2.4","2.3456478948","0.5200003574","0.5736053659","0.1003701696","0.1634432367","0.1","","0.00008","0.021312048","0.0134083344","0.0027552","0.0000847147","0.000693","0.0000076717","","","","0","0","","31.3501843798"
"2025-04-04","11.6016140143","6.8700227477","3.1200175251","2.4","2.3428825053","0.6133333396","0.5736123339","0.1003701696","0.079573093","0.1","","0.0001684","0.021312048","0.0133483344","","0","0.000699","","","","","0","","","27.8369535109"
"2025-04-05","1.5599169472","6.3398313238","3.1200157673","2.4","2.3480714286","0.1991673786","0.5736","0.1003701696","0.0795849367","0.1","0","0.000024","0.021312048","0.0133333344","0.0000004","0","0.000759","0.0000153834","","","0.0000004782","0","0","","16.8560025958"
"2025-04-06","0.9224946003","6.3384993265","3.120009711","2.4","2.3450006578","0.1066670298","0.5736","0.1003701696","0.0793241564","0.08","0","0.0000024","0.021312048","0.0133433344","","","0.000741","0.0000080267","","","","0","0","","16.1013724605"
"2025-04-07","16.351174878","7.3263724708","3.120008803","2.4","2.3474065679","0.3200003614","0.5736348925","0.1004046583","0.0855083478","0.08","","0.0003012","0.021312048","0.0133983344","0.0022772","0.0000270185","0.000726","0.0000074684","","","","0","","","32.742560249"
"2025-04-08","16.2105061666","7.2165328417","3.1200146022","2.4","2.3431475983","0.6266670254","0.5736087404","0.100429836","0.0892146994","0.1","","0.0001164","0.021312048","0.0133583344","0.0018984","0.0000032587","0.000726","0.0000078067","","","","0","","","32.8175437578"
"2025-04-09","16.5747203849","6.9691215348","3.1200018099","2.4","2.3461919721","0.6666670254","0.5736036583","0.100429836","0.0892931568","0.1","","0.0000732","0.021312048","0.0133583344","0.0019204","0.0000047363","0.000774","0.0000079667","","","0.0000004782","0","0","","32.9774805418"
"2025-04-10","16.5604320038","6.8936525755","3.1200052618","2.4","2.3456476782","0.6666670258","0.5736197671","0.100429836","0.0892228384","0.09","0","0.0001972","0.021312048","0.0133683344","0.0019112","0.0000161621","0.000807","0.0000078667","","0.0000002534","0.0000004782","0","0","","32.8772975294"
"2025-04-11","16.338514493","6.8900068717","3.1200087096","2.4","2.3454784983","0.639171246","0.5736002667","0.100429836","0.0895912251","0.08","0","0.0000056","0.021312048","0.0133583344","0.001967607","0.0000318123","0.000792","0.0000475747","","0.0000002485","0.0000004782","0","","","32.6143168495"
"2025-04-12","2.0811659387","6.3405039304","3.1200019188","2.4","2.3486539734","0.2641686475","0.5736","0.100429836","0.0866892892","0.08","","0.0000096","0.021312048","0.0133333344","","","0.000759","0.000020548","","","","0","","","17.4306480644"
"2025-04-13","0.9224066291","6.3380878679","3.1200064928","2.4","2.345493225","0.1066686502","0.5736","0.100429836","0.0868481785","0.08","0","0.0000036","0.021312048","0.0133333344","","0.000002","0.000825","0.000020195","","0.0000002485","0.0000004782","0","0","","16.1090377836"
"2025-04-14","14.5806478888","6.8870418347","3.120010451","2.4","2.3449830726","0.4295869096","0.5736002667","0.100429836","0.0891452502","0.1","0","0.0000248","0.021312048","0.0133583344","0.001894","0.0000108905","0.000759","0.000038141","","","","0","","","30.6628427235"
"2025-04-15","14.5811971681","6.8871445958","3.1200135317","2.4","2.3448552336","0.4329202452","0.5738095323","0.100429836","0.089214179","0.08","0","0.000118","0.021312048","0.0133583344","0.001898","0.0000132606","0.000792","0.000037311","","","","0","0","","30.6471132757"
"2025-04-16","14.5791174117","6.8856749328","3.1200147296","2.4","2.3479534906","0.432503581","0.5736002667","0.100429836","0.0892697185","0.08","0","0.0000084","0.021312048","0.0128027788","0.0018956","0.000012897","0.000759","0.000037911","","0.0000002485","0.0000004782","0","0","","30.6453933284"
"2025-04-17","14.5798038814","6.8863027798","3.1200062012","2.4","2.3449707408","0.429586917","0.5740601005","0.1004451347","0.0858270711","0.1","","0.0001132","0.021312048","0.0133583344","0.0019944","0.0000360577","0.000759","0.0000389114","","","","0","","","30.658614778"
"2025-04-18","14.5809435186","6.8874352","3.1200038514","2.4","2.3457198398","0.430003586","0.573840863","0.1004596656","0.0831031108","0.08","","0.0001316","0.021312048","0.0133583344","0.0019072","0.0000143052","0.000798","0.0000383538","","","","0","","","30.6390694766"
"2025-04-19","0.9224158148","6.3388907937","3.120005735","2.4","2.3473856736","0.1066686638","0.5736","0.1004596656","0.0805513119","0.08","","0.0000068","0.021312048","0.0133333344","","","0.000759","0.0000216138","","","","0","","","16.1054104546"
"2025-04-20","0.9224249551","6.3413423877","3.1200103371","2.4","2.3431696004","0.1066686652","0.5736","0.1004596656","0.080557498","0.11","0","0.0000052","0.021312048","0.0133333344","","","0.000792","0.0000201034","","0.0000002534","","0","0","","16.1336960483"
"2025-04-21","10.3911809749","7.2386534785","3.120010611","2.4","2.3470977006","0.4270869247","0.5738980092","0.1004596656","0.0817375857","0.08","","0.0002684","0.021312048","0.0134183344","0.0014876","0.0000156748","0.000759","0.0000378896","","","","0","","","26.797423897"
"2025-04-22","7.4220789553","7.3902040831","3.1200059557","2.4","2.3471691936","0.4291702607","0.8478631941","0.1015547755","0.5184347451","0.1","0","0.0000748","0.0213120511","0.0133783344","0.21689","0.0522430561","0.000882","0.0000374577","","","","0","","","24.9812988624"
"2025-04-23","7.3967086279","7.3020526846","3.1200067569","2.4","2.343706177","0.4312535965","0.5736","0.1021833216","0.0998719043","0.08","","0.0000124","0.0213120527","0.0133533344","0.0001996","0.0000086953","0.000903","0.0000379993","","","","0","","","23.8852101505"
"2025-04-24","6.319245211","6.9876805705","3.1200022979","2.4","2.3447588814","0.4308369325","0.5737446309","0.1021833216","0.101772988","0.11","0","0.0000724","0.0213120528","0.0134333344","0.0000264","0.0000215","0.001272","0.0000358117","","0.0000010038","0.0000009566","0","0","","22.5264002931"
"2025-04-25","6.6207876082","6.9479286022","3.1200022167","2.4","2.3449161832","0.4316702681","0.5736","0.1021833216","0.1056986822","0.11","0","0.000018","0.0213120528","0.0136733344","0.0000576","0.0000505","0.001938","0.000037733","","0.0000020076","0.0000019128","0","0","","22.7938780228"
"2025-04-26","0.9225012834","6.3388171365","3.1200061357","2.4","2.3454228362","0.1066686792","0.5736","0.1021833216","0.1043237377","0.08","0","0.0000052","0.0213120528","0.0135933344","0.0000664","0.000045","0.001695","0.0000202296","","0.0000015057","0.0000014349","0","0","","16.1302632877"
"2025-04-27","0.9224972265","6.3382552204","3.1200081069","2.4","2.3496609132","0.1066686805","0.5736","0.1021833216","0.1017687662","0.11","0","0.0000112","0.0213120528","0.0134433344","0.0000264","0.00002","0.001602","0.0000193909","","0.0000015057","0.0000019128","0","0","","16.1610800319"
"2025-04-28","6.8663519501","7.0473030559","3.1200060096","2.4","2.344539323","0.4312536065","0.5737752238","0.1021833216","0.1022424555","0.09","0","0.0000952","0.0213120528","0.0135133344","0.0001044106","0.0000741566","0.001632","0.0000377468","","0.0000015057","0.0000014349","0","0","0","23.1144267878"
"2025-04-29","6.6194393107","6.9576365588","3.1200056098","2.4","2.3439690734","0.4295869424","0.5736","0.1021833216","0.1025295322","0.09","0.0049","0.0000092","0.0213120528","0.0134933344","0.000048","0.0000345","0.001674","0.0000372571","","0.0000015047","0.0000014349","0","0","","22.7804616328"
"2025-04-30","6.6199154055","6.966264188","3.1200027055","2.4","2.344930033","0.4300036115","0.573607347","0.1021833216","0.1104252782","0.09","0.0042","0.0000424","0.0213120528","0.0136933344","0.0001152","0.0000455","0.002013","0.0000374834","","0.0000017537","0.0000014349","0","0","","22.7987940495"
"2025-05-01","6.6200340655","6.8175597055","3.1200022245","2.4","2.3465285527","0.4169391053","0.573635741","0.0988870896","0.0988638109","0.09","0","1.0000276","0.0177600504","0.0132532256","0.000112","0","0.001365","0.000007685","","0.0000020076","0.0000019128","0","0","","23.6149797764"
"2025-05-02","6.8561880436","6.9583193681","3.1200024638","2.4","2.3466843164","0.4141165267","0.5736089399","0.0988870896","0.0980183213","0.1","0","0.0000664","0.0213120504","0.0129682256","0.0000172","0","0.001434","0.0000207289","","0.0000010033","0.0000009566","0","0","","23.0016456342"
